season no.,episode no.,episode name,name,line
1,6,Rick Potion 9,Rick,"Morty, thats such a poor use of my time, its beneath me. Hand me the screwdriver."
1,6,Rick Potion 9,Morty,"YOU KNOW WHAT, NO RICK IM NOT GONNA HAND YOU THE SCREWDRIVER Uh, Im never gonna hand you anything ever again, Rick.  Im always helping you with this and that and the other thing. Www...what about me, Rick Www... why cant you just help me out once, once, for once"
1,6,Rick Potion 9,Rick,"Youre growing up fast, Morty. Youre growing into a real big thorn straight up into my ass  Listen, this is called oxytocin. I extracted it from a vole. You know what a VOLE is, Morty, you know what a vole is"
1,6,Rick Potion 9,Rick,"Its a, its a rodent that mates for life, Morty. This is the chemical release in the mammals brain,  ...that makes it fall in love. Alright Morty, I just gotta  combine it with some of your DNA."
1,6,Rick Potion 9,Morty,"Oh well, okay..."
1,6,Rick Potion 9,Rick,"A hair, Morty, I need one of your hairs This isnt Game Of Thrones."
1,6,Rick Potion 9,Morty,Oww
1,6,Rick Potion 9,Rick,"Alright, Morty, whoever you smear this stuff on will fall in love with you, and only you, forever. Ya happy now, Morty"
1,6,Rick Potion 9,Morty,"Heck yeah Thank you, Grandpa Rick  Hey theres no dangers or anything or side effects, right"
1,6,Rick Potion 9,Rick,"Www.. what am I, a hack Go nuts, Morty, its full proof."
1,6,Rick Potion 9,Rick,"Ugh, unless she has the flu."
1,6,Rick Potion 9,Jerry,"Beth, do you still love me"
1,6,Rick Potion 9,Beth,Want kinda question is that
1,6,Rick Potion 9,Jerry,The yes or no kind.
1,6,Rick Potion 9,Beth,"Jerry, do you want homeless people to have homes"
1,6,Rick Potion 9,Jerry,Yess.
1,6,Rick Potion 9,Beth,Are you gonna build them
1,6,Rick Potion 9,Jerry,Noo.
1,6,Rick Potion 9,Beth,Then what good was the yes
1,6,Rick Potion 9,Jerry,"Wait, iii... is loving me the house or the homeless people"
1,6,Rick Potion 9,Beth,"Loving you is work, Jerry, hard work, like building a homeless shelter. Nobody want to say no to doing it, but some people put the work in. So what do ya say Do you see me working here Does this conversation seem tedious to me"
1,6,Rick Potion 9,Jerry,Sort of.
1,6,Rick Potion 9,Beth,"But I obviously sort of love you, dont I  So stop asking and maybe Ill love you more.  Crap, They need me at the horse hospital."
1,6,Rick Potion 9,Jerry,This late
1,6,Rick Potion 9,Beth,"The racetrack had a starlit derby, theres a seven horse collision, and Davins there alone."
1,6,Rick Potion 9,Morty,"Hey there, Jessica.  Whooa-whoopsie"
1,6,Rick Potion 9,Jessica,"Omigod, Morty. You look REALLY nice tonight."
1,6,Rick Potion 9,Morty,"WOW, thanks"
1,6,Rick Potion 9,Jessica,"I love you, Morty. I love you so much it burns"
1,6,Rick Potion 9,Morty,"Oh man. I love you too, Jessica"
1,6,Rick Potion 9,Brad,"Is this punk bothering you, Jessica"
1,6,Rick Potion 9,Jessica,"LEAVE HIM ALONE, JERK  IM IN LOVE WITH HIM HES MORE MAN THEN YOU WILL EVER BE"
1,6,Rick Potion 9,Brad,"Aw man, Morty, ugh, Im really sorry."
1,6,Rick Potion 9,Morty,"Oh, well, no problem Brad."
1,6,Rick Potion 9,Brad,"Theres somethin special bout you, somethin special."
1,6,Rick Potion 9,Morty,"Whoa, take it easy"
1,6,Rick Potion 9,Jessica,GET YOUR HANDS OFF OF HIM
1,6,Rick Potion 9,Brad,BACK OFF IM TRYING TO BE WITH MY MAN
1,6,Rick Potion 9,Principal Vagina,Thats enough Bradley. We dont want you injuring your ball-throwing arm.
1,6,Rick Potion 9,Brad,"Oh, Principal Vagina."
1,6,Rick Potion 9,Jessica,"Never leave me, Morty, NEVER."
1,6,Rick Potion 9,Morty,"Uh, sure. I mean, of course not. What do you think that was all about"
1,6,Rick Potion 9,Jessica,Who cares Just hold me.
1,6,Rick Potion 9,Brad,LET ME GO I LOVE YOU MORTY
1,6,Rick Potion 9,Jerry,Shes gonna be alone with that guy all night.
1,6,Rick Potion 9,Summer,"Yeah, Dad, digging around the inside of horses. Its not a very romantic setting."
2,1,A Rickle in Time,Summer,"Hurry up Morty, Grampas about to unfreeze time. You know you really should be cleaning from top to bottom."
2,1,A Rickle in Time,Morty,"I know how to vacuum Mom and Dad, Summer, Ive been doing it for six months"
2,1,A Rickle in Time,Summer,"Then youve been doing it wrong for six months. Oh, my God, is that mildew"
2,1,A Rickle in Time,Morty,Its not my fault we froze time on a humid day
2,1,A Rickle in Time,Summer,"You have dropped so many balls, man. Do you ever get scared Grampa Rick might make me his new sidekick"
2,1,A Rickle in Time,Morty,What What kind of monster are you
2,1,A Rickle in Time,Summer,A competent one.
2,1,A Rickle in Time,Rick,Who cares about the  thing you guys are talking about The whole point of freezing time is to stop giving a fuck. Put a shirt on your dumb dad and lets get this dumb universe rolling. Lets do this thing.
2,1,A Rickle in Time,Rick,"Alright, listen, you two, we froze time for a pretty long time, so when I unfreeze it, the worlds time is gonna be fine, but our times gonna need a little time to, you know, stabilize."
2,1,A Rickle in Time,Morty,Our time is gonna be unstable What does that even mean
2,1,A Rickle in Time,Rick,"It means relax and stop being a pussy, Morty. I thought you learned that by now. It also means dont touch your parents or we could shatter into countless theoretical shards."
2,1,A Rickle in Time,Morty,"Wait a minute, what"
2,1,A Rickle in Time,Rick,And away we go
2,1,A Rickle in Time,Morty,"Uh, did we ever put that mattress under Mr. Benson"
2,1,A Rickle in Time,Rick,"Shhh, Morty"
2,1,A Rickle in Time,Jerry,"...A THING OR TWO ABOUT... wait, what Was the house... When we pulled up I could have sworn the house was completely trashed."
2,1,A Rickle in Time,Rick,"Negative visualization, Jerry. It explains a lot about where youre at. Hi, sweety."
2,1,A Rickle in Time,Beth,"Hi, dad."
2,1,A Rickle in Time,Beth,"Summer, Morty, are you okay"
2,1,A Rickle in Time,Morty,W-We just missed you a lot.
2,1,A Rickle in Time,Summer,"Yeah, we missed you so much. Too much to hug you though."
2,1,A Rickle in Time,Rick,"Yeah it would literally destroy them. Now listen, why dowhy dowhywhy dont you guys go get a free sunday ice cream,  go out there and get some ice creams. Heres five hundred dollars cash in unmarked moneys. Im just gonna put it on the floor and uh, kick it on over to ya. You guys go nuts."
2,1,A Rickle in Time,Jerry,"This better not be a bribe. If I find a single thing out of place in this house, my love of ice cream wont save you. Ill get my jacket."
2,1,A Rickle in Time,Beth,"Sweety, is your shirt on backwards"
2,1,A Rickle in Time,Morty,Oh
2,1,A Rickle in Time,Rick,Uh oh.
2,1,A Rickle in Time,Jerry,"Yeah, I like it this way. Im not stupid."
2,1,A Rickle in Time,Morty,Phew...
2,1,A Rickle in Time,Rick,"Man that guy is the Red Grin Grumble to pretending he knows whats going on.  Oh you agree, huh  You like that Red Grin Grumble reference  Well guess what I made him up. You really are your fathers children. Think for yourselves, dont be sheep."
2,1,A Rickle in Time,Summer,"God, I feel terrible."
2,1,A Rickle in Time,Rick,"Yup, it really makes you appreciate how fickle the universe can be.   One minute youre falling off a roof for six months, the next minute, bam"
2,1,A Rickle in Time,Morty,"Uh, just to be clear, it was Summers job to put the mattress under-"
2,1,A Rickle in Time,Summer,"Uh, what It was your job, Morty."
2,1,A Rickle in Time,Morty,Nuh uh
2,1,A Rickle in Time,Summer,Yeah huh
2,1,A Rickle in Time,Rick,"Actually, sorry Summer, I gotta back the M bomb on this one. I remember the conversation. We told Morty to replace all the banks money with cookies, your job was to put the mattress under Mr. Benson."
2,1,A Rickle in Time,Morty,"Boom In your face Summer You really dropped the ball, man."
2,1,A Rickle in Time,Summer,"Shut up Morty, you vindictive little turd"
2,1,A Rickle in Time,Morty,You shut up you big... female asshole
2,1,A Rickle in Time,Summer,I didnt
2,1,A Rickle in Time,Morty,You didnt what
2,1,A Rickle in Time,Morty,Whats yours
2,1,A Rickle in Time,Morty,You shut up
2,1,A Rickle in Time,Rick,Whoa whoa wh-what the hell hell hell hell hell
2,1,A Rickle in Time,All Ricks,"Oh God, oh no, what did you guys just do"
2,1,A Rickle in Time,Summer 1,What do you mean
2,1,A Rickle in Time,All Summers,"Wait, what am I saying"
2,1,A Rickle in Time,Rick,Were either of you guys uncertain about anything just now
2,1,A Rickle in Time,All Mortys,Oh man... I dont feel good.
2,1,A Rickle in Time,Morty 1,Am I me I think so.
2,1,A Rickle in Time,Morty 2,A-am I talking right now
2,1,A Rickle in Time,All Mortys,"Wait, who said that"
2,1,A Rickle in Time,All Ricks,"Alright both of you, just dont move, dont speak, dont think. I have to check something."
2,1,A Rickle in Time,Summer 1,What should we do Morty
2,1,A Rickle in Time,Morty 1,Lets see if he needs help.
2,1,A Rickle in Time,Morty 2,What do you mean youre gonna help him.
2,1,A Rickle in Time,Summer 1,"Ugh, I can help too."
2,1,A Rickle in Time,All Summers,Whats happening Grampa
2,1,A Rickle in Time,All Ricks,Shut up  Oh crap are you kidding me Two dots This never needs to be more than one dot. The two of you made us uncertain
2,1,A Rickle in Time,Morty 1,What do you mean
2,1,A Rickle in Time,Morty 2,What In English
2,1,A Rickle in Time,Summer 1,What English please
2,1,A Rickle in Time,All Ricks,Our time is fractured. You two somehow created a feedback loop of uncertainty thats split our reality into two equally possible impossiblities. W-were exactly like a man capable of sustaining a platonic friendship with an attractive female co-worker. Were entirely hypothetical.
2,1,A Rickle in Time,All Mortys,But I thought there were infinite timelines.
2,1,A Rickle in Time,All Ricks,"Were not on any timeline, dummy. Look."
2,1,A Rickle in Time,All Mortys,"Oh, my God"
2,1,A Rickle in Time,All Summers,Are those cats
2,1,A Rickle in Time,All Ricks,"I assume theyre Schrodingers cats. A-actually, I assume they both are and arent, just like us."
2,1,A Rickle in Time,All Ricks,Mom and Dad Get your head out of your familys ass. The three of us are lost in a timeless oblivion. Your parents get to exist. Theyre probably living it up in some pointless grounded story about their shitty marriage.
2,1,A Rickle in Time,Jerry,Cold Stone Creamery is the best. What should we do with our remaining twenty dollars
2,1,A Rickle in Time,Beth,You realize they sing no matter how much you tip.
2,1,A Rickle in Time,Beth,Holy shit What happened
2,1,A Rickle in Time,Jerry,I hit a deer W-we have to tell the cops you were driving.
2,1,A Rickle in Time,Beth,W-what
2,1,A Rickle in Time,Jerry,This is Rum Raisin
2,1,A Rickle in Time,Beth,Its still alive.
2,1,A Rickle in Time,Jerry,"Well, do we- do I uh, get a big rock Or--"
2,1,A Rickle in Time,Beth,"Its not an armadillo, asshole"
2,1,A Rickle in Time,Jerry,"I thought thats what a mans supposed to say, its not like I could have actually done it."
2,1,A Rickle in Time,Beth,"If we were near a hospital, I could treat it, but I-I think we have to just-"
2,1,A Rickle in Time,Jerry,"Its okay, this is just something that happens. And even if we were in a hospital, what could we do, youre a horse surgeon, not a deer surgeon."
2,1,A Rickle in Time,Beth,So...
2,1,A Rickle in Time,Jerry,Well dont different animals-
2,1,A Rickle in Time,Beth,Require different levels of skill to keep alive
2,1,A Rickle in Time,Jerry,Oh God...
2,1,A Rickle in Time,Beth,"Get the deer in the car, Jerry."
2,1,A Rickle in Time,Jerry,Yes Beth.
2,1,A Rickle in Time,All Ricks,"This is why you dont freeze time, you guys. Its incredibly irresponsible.Morty 1"
2,1,A Rickle in Time,Morty 2,And you did it so you could clean the house after a party
2,1,A Rickle in Time,All Ricks,"Look, theres no time to hold me accountable, Morty. Like literally no time. Look around. Uncertainty is inherently unsustainable. Eventually everything either is or isnt. And weve got about four hours to be is."
2,1,A Rickle in Time,Morty 1,Or...
2,1,A Rickle in Time,Morty 2,Or
2,1,A Rickle in Time,All Ricks,We isnt
2,1,A Rickle in Time,All Ricks,"Alright, since this time crystal exists in both possibilities, and since its impossible that I didnt nail this, Im probably about to press this button in both possibilities at exactly the same time."
2,1,A Rickle in Time,All Ricks,"Whatever youre asking, the answer is Im amazing. And away we go"
2,1,A Rickle in Time,Rick,"Huh, what do you know, its working"
2,1,A Rickle in Time,Summer 1,"Ow, ow ouch"
2,1,A Rickle in Time,Morty 2,"Whoa, ow, ow."
2,1,A Rickle in Time,Rick,Oh shit.
2,1,A Rickle in Time,All Ricks,What the hell is wrong with you two II mI mI mean you four
2,1,A Rickle in Time,All Ricks,"Good Im glad it was painful. You do deserve it I saw you, youre both  all over the damn place. Weve been split for twenty minutes and your lives are already scattered to the quantum fucking wind What the hell do either of you have to be so uncertain about Your brand of zit cream Which chair to sit in while I do everything Come on, spit it out"
2,1,A Rickle in Time,All Mortys,"Well you dont exactly make it easy, Rick"
2,1,A Rickle in Time,Morty 1,You make fun of me all the time and now Summers doing it too
2,1,A Rickle in Time,Morty 2,Youre always picking on me and now you got someone to kiss your ass
2,1,A Rickle in Time,Summer 1,Me What about you Would you get more excited to see me fail You want Grampa all to yourself
2,1,A Rickle in Time,All Ricks,"Alright, cool it, I see whats happening here. Youre both young, youre both unsure about your place in the universe, you both wanna be Grampas favorite. I can fix this. Morty sit here, Summer, you sit here. Now listen, I know the two of you are very different from each other in a lot of ways, but you have to understand that as far as Grampas concerned, youre both pieces of shit. Yeah, I can prove it mathematically. Actually, let me grab my whiteboard. This has been a long time coming anyway."
2,1,A Rickle in Time,Beth,"Emergency, wounded deer coming in."
2,1,A Rickle in Time,Vet,"Three. Excuse me, you cant be back here."
2,1,A Rickle in Time,Beth,"Im a certified horse surgeon, and this deer needs medical attention. Nurse, please move that snake."
2,1,A Rickle in Time,Vet,"Thats my nurse, and as a horse surgeon, Im sure that you know that deer have much smaller, much more intricate organs-"
2,1,A Rickle in Time,Beth,"As a vet, Im sure you know a deer is closer to a horse than you are to a doctor, so lets save the measuring for when our dicks are out, its time to save a life"
2,1,A Rickle in Time,Vet,Geez...
2,1,A Rickle in Time,Beth,"Thats odd, this deers wounded."
2,1,A Rickle in Time,Jerry,"Uh, yeah, I was there, you dont have to rub it in."
2,1,A Rickle in Time,Beth,I mean its been shot. With a gun.
2,1,A Rickle in Time,Vet,"May I help you, sir"
2,1,A Rickle in Time,Vet,"Look, I dont know what the law says about this, but I took an oath that I would let no animal come to harm. Except when sterilizing, aborting or euthenizing them and also when eating them at almost any meal."
2,1,A Rickle in Time,Beth,"In your dreams, bitch Scalpel"
2,1,A Rickle in Time,All Ricks,"So in conclusion, youre both equally mercurial, overly sensitive, clingy hysterical bird brained homunculi. And I honestly cant tell the two of you half the time because I dont go by height or age, I go by amount of pain in my ass, which makes you both identical. Alright, everything resolved Everybody nice and certain about their position in my world"
2,1,A Rickle in Time,All Ricks,"Alright, perfect. Sit still,  arms down, Im gonna do this again, this time, be like Grampa."
2,1,A Rickle in Time,Morty 2,You mean drunk
2,1,A Rickle in Time,Morty 2,No.
2,1,A Rickle in Time,All Ricks,"Huh, thats weird. Oh, my God."
2,1,A Rickle in Time,All Summers,What
2,1,A Rickle in Time,All Ricks,That son of a bitch is gonna kill me
2,1,A Rickle in Time,All Mortys,Rick what the hell are you doing
2,1,A Rickle in Time,All Ricks,Saving our lives. After he takes me out hes gonna be coming for you
2,1,A Rickle in Time,All Summers,Who
2,1,A Rickle in Time,All Ricks,Me
2,1,A Rickle in Time,All Summers,Ahh
2,1,A Rickle in Time,All Mortys,Whoa whoa
2,1,A Rickle in Time,All Ricks,"Oh God, now theres three of them, were outnumbered Get in the cupboards Wait, dont dont do that, theyll know... wait wait, think about getting in the cupboards but dont really. AAAAH IS THIS WHAT YOU WANT YOU SICK FUCKS YOU WANNA SEE CHILDREN DIE"
2,1,A Rickle in Time,Beth,"You son of a bitch, you dont stop living until I SAY SO"
2,1,A Rickle in Time,Vet,Whos this now
2,1,A Rickle in Time,Jerry,She normally works on horses.
2,1,A Rickle in Time,Beth,"Jerry, if youre not gonna help, get the fuck out of here I will reach into heaven and yank your screaming deer soul back"
2,1,A Rickle in Time,Vet,Jesus...
2,1,A Rickle in Time,All Ricks,"Shh shh... I know where you are, you creepy old monster... I know how you think Oh, is this where you think Im going You think Im standing here Well maybe youre right"
2,1,A Rickle in Time,All Summers,"Holy shit, now what"
2,1,A Rickle in Time,All Mortys,"Well if all of me knocked out all the Ricks, and you peed in all of your pants, doesnt that mean that were all synchronized"
2,1,A Rickle in Time,All Summers,Right.
2,1,A Rickle in Time,All Mortys,"Okay... so from now on, whatever we do we have to be certain."
2,1,A Rickle in Time,All Summers,Right...
2,1,A Rickle in Time,All Mortys,I think Im certain were Fd in the A.
2,1,A Rickle in Time,All Ricks,"Oh God, my head. What did you guys do"
2,1,A Rickle in Time,All Mortys,"We put you in a dog crate because you were acting crazy, and you caused another time fracture."
2,1,A Rickle in Time,All Summers,You tried to kill yourself
2,1,A Rickle in Time,All Ricks,"Only in self defense, myself tried to kill me first Guys, I dont expect you to understand this, but time breaking twice means our problem is two times bigger and weve got half as much time to solve it. Well actually, I do expect you to understand that, its basic math. C-could someone just let me out of here If I die in a cage I lose a bet."
2,1,A Rickle in Time,All Summers,Well is there some way you can prove youre not a threat to yourself and others anymore
2,1,A Rickle in Time,All Ricks,"Ah, for Gods sake, alright here, give me the time crystal."
2,1,A Rickle in Time,All Mortys,W-whatre you doing
2,1,A Rickle in Time,All Ricks,"Calling myself. Here, listen,  itll probably go to voice mail since, you know, Im calling myself."
2,1,A Rickle in Time,All Ricks,"Dont fall for it, its a bit."
2,1,A Rickle in Time,All Ricks,"Hey Rick, its Rick. Listen, Im sorry about earlier. No hard feelings. I know you know I mean it too. Take it easy. Whoa. Damn, look at this, Im blown up. Three new voicemails.  Yeah yeah, I heard this one.  You get the idea  were cool now."
2,1,A Rickle in Time,All Summers,"Okay, well were still not gonna let you out of this crate."
2,1,A Rickle in Time,All Ricks,Fine Ill just do it myself.
2,1,A Rickle in Time,All Mortys,If you could get out that whole time why didnt you
2,1,A Rickle in Time,All Ricks,"Because I waited until I was certain it was what I wanted to do, Morty. Thats the difference between you and me. Im certain, and youre a walking burlap sack filled with turds."
2,1,A Rickle in Time,All Mortys,"You know, geez Rick, yyyoure really tearing into me right now. You know, words hurt."
2,1,A Rickle in Time,Morty 1,"Oh, my God"
2,1,A Rickle in Time,Morty 2,Its a monster
2,1,A Rickle in Time,Summer 1,Its a monster
2,1,A Rickle in Time,Testicle Monster A,"Ey, ye ey, quit yellin quit yellin."
2,1,A Rickle in Time,Testicle Monster A,"What the fuck Your time is all ripped up to hell You broke your time, twice"
2,1,A Rickle in Time,Testicle Monster A,How did this happen
2,1,A Rickle in Time,Testicle Monster A,"Shut the fuck up Oh, damn, Im from the 4th dimension. I can hear all o yall. Now lets just see what we got here for a second."
2,1,A Rickle in Time,Testicle Monster A,"Ay, damn it, were you tryin to use this to- oh, see, you broke time, and you thought you could just stick it back together with this How you think you gonna move time while youre standin in it you dumn ass three-dimensional monkey ass dummies"
2,1,A Rickle in Time,All Mortys,"Oh way to go, Rick."
2,1,A Rickle in Time,All Summers,"Yeah Grampa, way to go."
2,1,A Rickle in Time,All Ricks,"Oh, what youre just gonna listen to this guy now Hes got a giant testicle for a head He came here in a bubble. For all we know he could be the David Berkowitz of Nutsack Land."
2,1,A Rickle in Time,Testicle Monster A,"Shut up. Here, put these on. Theyll sync your possibilities up so I can bring you back to certain time. Yall just-just negligent, now ay, ay, ay, the three of you, put your collars on"
2,1,A Rickle in Time,Testicle Monster A,"Exactly, because youre being obstinate."
2,1,A Rickle in Time,Rick,"Yes, were back, problem solved."
2,1,A Rickle in Time,Summer,"Yes, were back to our own time."
2,1,A Rickle in Time,Morty,"Yes no more cats, no more cats, oh you did it, you fixed it."
2,1,A Rickle in Time,Testicle Monster A,"Yeah, now keep those collars on so you dont break your weak ass time again."
2,1,A Rickle in Time,Rick,How long exactly do we have to wear these things Theyre really embarassing.
2,1,A Rickle in Time,Testicle Monster A,"Well since youre goin to time prison, Id say you can keep em on forever."
2,1,A Rickle in Time,Summer,Time prison
2,1,A Rickle in Time,Testicle Monster A,"Yeah, well I dont know where you expect me to think you got that crystal over there, but the only way you dumb ass, assin ass asses could ever have one, is if it was stolen."
2,1,A Rickle in Time,Summer,You stole a time freezing crystal from testical monsters
2,1,A Rickle in Time,Rick,"I would have been happy to pay for it, Summer, but they dont exactly sell them at Costco. Besides, theres a larger lesson to be learned here. Get him"
2,1,A Rickle in Time,Testicle Monster A,Ututututut Youd better keep back Man this will turn your ass into a third trimester fetus from 30 yards.
2,1,A Rickle in Time,Vet,Hmm...
2,1,A Rickle in Time,Beth,Isnt there a kitten somewhere that needs a manicure
2,1,A Rickle in Time,Jerry,"Honey, its gonna be okay. These men are from the Cervine Institute of Elk, Moose Deer and Stag. They can take this deer to a helicopter and fly it to the countrys top deer surgeon on a wildlife reserve across the state border, where your jurisdiction ends."
2,1,A Rickle in Time,Vet,I guess thats the end of that.
2,1,A Rickle in Time,Jerry,We did it...
2,1,A Rickle in Time,Testicle Monster A,"Uh-huh, no motha- no, Earth, dude, Im talking bout, yeah, with the dinosaurs. No, if youve get to the dolphin people, youve gone too far. Alright man, Ill talk to you later, okay.  You know what they do with 3rd dimensional life forms in time prison Same thing they do in every other prison, only forever."
2,1,A Rickle in Time,Morty,Why are you doing this
2,1,A Rickle in Time,Testicle Monster A,"You think I wanna be an omniscient immortal being transcending time and space my whole life I got ambitions man, bringin you guys in is my ticket up."
2,1,A Rickle in Time,Rick,What if I told you theres a huge ticket up right behind you
2,1,A Rickle in Time,Testicle Monster A,You really think Im that stupid
2,1,A Rickle in Time,Rick,"Alright, hear me out on this. Youre immortal, right, which means your life is infinite. Well in that case theres 100% chance that youll eventually do everything, including turning around to look behind you."
2,1,A Rickle in Time,Testicle Monster A,I cannot argue that.
2,1,A Rickle in Time,Rick,"Ah, God, gross and weird"
2,1,A Rickle in Time,Testicle Monster A,Chris
2,1,A Rickle in Time,Testicle Monster A,You killed my gun
2,1,A Rickle in Time,Rick,"Summer, Morty, take off your collars"
2,1,A Rickle in Time,Testicle Monster A,What What the hell are you doing
2,1,A Rickle in Time,Rick,Good question. I suppose the answer is
2,1,A Rickle in Time,Testicle Monster A,"Oh, no, what are you doin"
2,1,A Rickle in Time,Testicle Monster A,"Lis- ay, to, AH. But these arms are vestigial. Now you poked me where an eye would have been about six million years ago."
2,1,A Rickle in Time,Testicle Monster A,"Ow, Im defeated..."
2,1,A Rickle in Time,Jerry,"Look, I know I was kind of a nuisance today. I know its my fault we hit the deer, and I know you wanted to be the one to save it."
2,1,A Rickle in Time,Beth,Whatever. How petty would I have to be to care less about an animals life than my own ego
2,1,A Rickle in Time,Jerry,Hmm... youd have to be pretty petty. But youd still be the woman I married.
2,1,A Rickle in Time,Beth,Where are we going
2,1,A Rickle in Time,Jerry,One last stop.
2,1,A Rickle in Time,Beth,Wheres the helicopter
2,1,A Rickle in Time,Jerry,There is no helicopter and there is no Cervine Institute.
2,1,A Rickle in Time,Beth,But the top deer surgeon...
2,1,A Rickle in Time,Jerry,Im looking at her. Thanks for F.D.ing me up like that.
2,1,A Rickle in Time,Beth,I need five minutes.
2,1,A Rickle in Time,Beth,"Jerry, this was the most romantic weekend Ive ever had."
2,1,A Rickle in Time,Jerry,Thanks to Cold Stone Creamery.
2,1,A Rickle in Time,Morty,"Yes, oh, yes, yes"
2,1,A Rickle in Time,Summer,Woohoo Whoo Whoo
2,1,A Rickle in Time,Morty,"Oh, that was a close call. Oh yeah, do it Rick, do it right."
2,1,A Rickle in Time,Rick,"You know what Im talking about, oh yeah. Im gonna do the cabbage patch, Morty. Check me out Im doing the cabbage patch dance. Its a classic dance, remember, like this. Oh shit look at that."
2,1,A Rickle in Time,Morty,Do the cabbage patch. Dododo the dance.
2,1,A Rickle in Time,Summer,"Hey wait a second, how come you guys took longer to get here"
2,1,A Rickle in Time,Morty,I dont know. I think like one sixty-fourth of my collars didnt work. Its hard to keep straight now that I have sixty-three other memories of everything.
2,1,A Rickle in Time,Rick,Yeah.
2,1,A Rickle in Time,Morty,"But I feel like one of the sixty-four Ricks like, sacrificed himself for me, maybe, I think."
2,1,A Rickle in Time,Rick,"Shut up, Morty. The last time you felt something, we all almost died. You little spiece of shit."
2,1,A Rickle in Time,Beth,"Hey guys, were home.Morty  Summer"
2,1,A Rickle in Time,Jerry,"Um, hold the phone, where did you guys get those necklaces from Uh, Lady Gaga, table for three, am I right"
2,1,A Rickle in Time,Jerry,"Are you guys Power Rangers But only on one small part of your necks Hey, do those things need batteries Were they included Clean up in the fruit isle Not in a homophobic way though, theyre just fruity necklaces is all I was saying."
2,1,A Rickle in Time,Beth,Im gonna pee my pants.
2,1,A Rickle in Time,Morty,"Doesnt feel so good, does it"
2,1,A Rickle in Time,Rick,No it doesnt. It hurts.
2,1,A Rickle in Time,Beth,Im gonna pee-hee-hee.
2,1,A Rickle in Time,Jerry,"Somebody call the planet of Tron, we have three Tron people over here. But seriously, are these Halloween costumes Are you going as motorcycles With green headlights instead of normal ones Are you dogs Robot dogs Gosh, you guys are lame. Are those chokers from the 90s What is this, a 90s nostalgia thing Are you guys in that movie The Craft with Fairuza Balk"
2,1,A Rickle in Time,Testicle Monster A,"Hey man, when the hell were you"
2,1,A Rickle in Time,Testicle Monster A,I told you past the dinosaurs.
2,1,A Rickle in Time,Testicle Monster A,"Come on, man, its this way..."
2,1,A Rickle in Time,Testicle Monster A,"There he is, there he is, there he is, there he is, stop, stop."
2,1,A Rickle in Time,Testicle Monster A,"Yeah, thats him. Hey, man, remember me  I got something for your ass You dont mess with time You dont fuck with time, motherfucker"
2,10,The Wedding Squanchers,Jerry,The trick to cereal is keeping 70% of it above the milk.
2,10,The Wedding Squanchers,Beth,"Jerry, get a job."
2,10,The Wedding Squanchers,Rick,"Uh, w-why dont you get it Jerry youre the man of the house and you dont have a job."
2,10,The Wedding Squanchers,Summer,"Gross, what is that thing"
2,10,The Wedding Squanchers,Rick,"Ughhhh... belchflies towards front doorTurning back around and re-entering dining roomScoffsHovers over Jerry and fully shoves him into underside before flying away through open front door and into skyRuns to front doorFollow BethLooking into skyStill eating cerealUnscrewing and drinking from scotch flaskMorty waveskissing Beths handHolding a suit in a dry cleaning bag Your language has squanch, in it a lot. Doesnt that become tedious and worn out like the Smurf thing"
2,10,The Wedding Squanchers,Rick,"Beth, Squanchy culture is more... contextual than literal. You just say whats in your squanch and people understand."
2,10,The Wedding Squanchers,Beth,"Oh, okay... I squanch my family."
2,10,The Wedding Squanchers,Beth,"What I do, I squanch my family."
2,5,Get Schwifty,Rick,"Oh boy. Time to go, Morty."
2,5,Get Schwifty,Morty,"Uhh, where"
2,5,Get Schwifty,Rick,"The Pentagon. I mean, not THE Pentagon.  The lame one, here on Earth."
2,5,Get Schwifty,Summer,"Is it God If its God, do we get out of school"
2,5,Get Schwifty,Beth,"Its not God, Summer."
2,5,Get Schwifty,Jerry,"Shes allowed to think its God if she wants, honey"
2,5,Get Schwifty,Beth,"Shut up, Jerry."
2,5,Get Schwifty,Jerry,Ok
2,5,Get Schwifty,Beth,"Dad, what do you know about this"
2,5,Get Schwifty,Rick,Morty and I are going to look into it. You guys hold tight.
2,5,Get Schwifty,Mr. Goldenfold,"Scary stuff, huh Pretty freaky. Hi, Im Mortys math teacher. Im also part of the street team inviting folks to the church downtown so we can pray together."
2,5,Get Schwifty,Beth,How is praying going to help
2,5,Get Schwifty,Mr. Goldenfold,"Maam, a giant head in the sky is controlling the weather. Did you wanna play checkers Lets be rational Ill see you at Gods house"
2,5,Get Schwifty,President,"Gentlemen, gentlemen, one at a time Simon"
2,5,Get Schwifty,Nathan,"Have you tried sending it launch codes Mr. President, what Americas got is 70,000 megatons of KABOOM-BOOM And I say we show it right up this floating heads ass"
2,5,Get Schwifty,Rick,Stay back This watch turns people into snakes
2,5,Get Schwifty,President,Stand down. Everybody stand down Im the leader of these people and Im unarmed. Theres no need for any more snake-makery.
2,5,Get Schwifty,Rick,My name is Rick Sanchez. This heres my grandson Morty.
2,5,Get Schwifty,Morty,Hey.
2,5,Get Schwifty,Rick,"Ive seen enough of the galaxy to know that what weve got here is a Cromulon from the Cygnus-5 Expanse. So you can forget about nukes, and you can forget about math.  This head wont go away until  Earth shows them its got a hit song."
